4194304,4,0.0786301,364562,0.083721,366530,0.189448,0.0270971,0.00580801,0.00376186,152811
16777216,4,0.0896587,575351,0.0960067,578119,0.225235,0.0395694,0.00878562,0.00495602,248764
67108864,4,0.0939963,848639,0.101796,852543,0.251155,0.0553628,0.0123938,0.0060309,365972
268435456,4,0.102187,1.31692e+06,0.11114,1.32243e+06,0.293617,0.0802891,0.018839,0.00779597,575798
1024,5,0.0631442,33701.5,0.0639869,33909.5,0.132589,0.00545833,0.00112814,0.00173697,12540.2
4096,5,0.0643807,44684.6,0.0655211,44924.6,0.135668,0.00576652,0.00121488,0.00170332,17249.8
16384,5,0.0692013,64372,0.0696581,64692,0.146924,0.00806449,0.00167983,0.00227309,25508.8
65536,5,0.0827782,92937.9,0.0854631,93337.9,0.178598,0.0103568,0.00215081,0.00263453,37922.9
262144,5,0.0846691,131829,0.0879929,132357,0.185765,0.0131031,0.00281229,0.00307847,55985.6
1048576,5,0.101647,194848,0.106384,195536,0.225699,0.0176682,0.00372128,0.00365571,83194.2
4194304,5,0.106672,260582,0.111929,261510,0.240103,0.0215026,0.00466477,0.00407069,110448
16777216,5,0.115766,369263,0.121268,370447,0.265578,0.0285444,0.00620727,0.00483218,158953
67108864,5,0.123953,521612,0.130283,523164,0.291092,0.0368554,0.00820327,0.0054844,228518
268435456,5,0.138,727347,0.140574,729395,0.327685,0.0491118,0.010804,0.00657994,321440
1073741824,3,0.106144,6.07305e+06,0.125619,6.12276e+06,0.4173,0.185536,0.0536361,0.0125203,2.67612e+06
1073741824,4,0.109053,1.93306e+06,0.115986,1.94088e+06,0.326715,0.101676,0.0248382,0.0089449,855453
1073741824,5,0.151242,1.05843e+06,0.153333,1.06112e+06,0.375569,0.0709941,0.0158351,0.00847821,473804
